sample_id,grid_id,city,city_code,timestamp_hour,airspace_class,population_density_index,flight_density_index,sensor_coverage_score,communication_quality_score,wind_speed_mps,rainfall_mm_h,visibility_km,historical_alert_count_24h,computed_risk_score,risk_event_label,data_nature,source_basis
MF0005898,510100_G0211,成都,510100,2026-06-07 17:00:00,机场净空保护区,1441.47,7.66,0.845,0.605,2.09,0.1,7.96,2,60.77,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005899,310000_G0450,上海,310000,2026-06-07 12:00:00,敏感目标保护区,582.35,24.57,0.689,0.941,3.45,0.45,10.15,2,63.08,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005900,440300_G0452,深圳,440300,2026-06-04 22:00:00,适飞空域,2559.66,15.4,0.902,0.847,2.99,0.69,6.39,0,27.16,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005901,500000_G0187,重庆,500000,2026-06-06 11:00:00,文旅体验区,318.24,21.39,0.703,0.783,5.91,0.82,10.76,2,41.13,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005902,320100_G0186,南京,320100,2026-06-07 08:00:00,敏感目标保护区,2347.5,33.77,0.632,0.839,3.25,0.07,9.53,3,81.94,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005903,330100_G0365,杭州,330100,2026-06-06 22:00:00,适飞空域,2086.62,0.0,0.817,0.366,2.19,0.44,15.18,1,28.42,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005904,441900_G0055,东莞,441900,2026-06-03 13:00:00,低空物流走廊,1344.77,5.3,0.882,0.729,3.69,0.17,9.44,0,18.01,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005905,440100_G0114,广州,440100,2026-06-03 20:00:00,敏感目标保护区,1227.47,28.21,0.658,0.647,4.7,0.8,5.9,4,80.2,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005906,460100_G0173,海口,460100,2026-06-02 03:00:00,适飞空域,4155.35,17.98,0.571,0.69,3.07,0.49,7.9,1,39.19,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005907,320600_G0341,南通,320600,2026-06-03 05:00:00,禁飞区,1373.2,16.49,0.974,0.874,5.09,0.76,9.06,7,90.56,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005908,420100_G0163,武汉,420100,2026-06-06 11:00:00,机场净空保护区,2741.91,27.82,0.225,0.447,4.49,0.06,3.53,1,60.49,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005909,440400_G0298,珠海,440400,2026-06-06 08:00:00,禁飞区,1765.52,24.48,0.796,0.416,4.55,0.89,10.39,7,94.1,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005910,320100_G0384,南京,320100,2026-06-03 16:00:00,适飞空域,2925.23,34.39,0.944,0.742,3.85,0.15,6.14,1,26.47,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005911,440100_G0194,广州,440100,2026-06-07 07:00:00,适飞空域,881.64,5.05,0.631,0.467,3.3,1.06,5.35,1,25.45,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005912,420100_G0099,武汉,420100,2026-06-05 10:00:00,适飞空域,1697.35,8.84,0.724,0.661,7.25,0.91,5.91,0,9.86,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005913,330100_G0060,杭州,330100,2026-06-02 08:00:00,适飞空域,1396.32,6.29,0.608,0.762,3.49,0.04,13.93,1,5.67,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005914,370200_G0437,青岛,370200,2026-06-03 19:00:00,适飞空域,3251.52,8.69,0.79,0.715,5.56,0.34,7.23,1,27.89,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005915,460100_G0186,海口,460100,2026-06-04 04:00:00,适飞空域,4474.69,29.32,0.454,0.91,6.83,0.14,6.82,1,34.5,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005916,110000_G0377,北京,110000,2026-06-04 23:00:00,管制空域,722.92,6.68,0.459,0.393,2.13,0.4,2.74,0,53.8,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005917,610100_G0322,西安,610100,2026-06-01 08:00:00,机场净空保护区,3039.09,17.09,0.695,0.616,5.79,0.15,10.29,2,62.61,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005918,610100_G0486,西安,610100,2026-06-01 04:00:00,适飞空域,3149.18,6.61,0.92,0.478,8.06,0.43,3.17,0,14.46,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005919,440100_G0459,广州,440100,2026-06-06 06:00:00,机场净空保护区,6315.68,10.72,0.813,0.895,4.21,1.77,8.47,3,66.71,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005920,500000_G0417,重庆,500000,2026-06-05 13:00:00,适飞空域,994.13,10.69,0.495,0.675,4.93,1.42,8.03,3,25.37,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005921,420100_G0193,武汉,420100,2026-06-02 01:00:00,机场净空保护区,1475.77,3.67,0.77,0.949,5.35,0.02,13.05,4,60.51,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005922,410100_G0176,郑州,410100,2026-06-04 10:00:00,适飞空域,3834.13,24.03,0.435,0.766,3.3,0.05,3.2,0,20.55,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005923,330100_G0006,杭州,330100,2026-06-01 18:00:00,适飞空域,1150.79,6.31,0.92,0.702,1.17,1.31,9.05,1,19.84,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005924,440400_G0077,珠海,440400,2026-06-07 11:00:00,适飞空域,1959.37,0.0,0.941,0.8,5.74,0.7,8.91,0,29.33,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005925,350200_G0186,厦门,350200,2026-06-04 11:00:00,适飞空域,1845.98,30.67,0.847,0.586,2.31,0.05,4.71,0,18.02,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005926,320500_G0057,苏州,320500,2026-06-04 12:00:00,机场净空保护区,2350.13,11.8,0.702,0.903,4.56,0.21,7.31,5,83.22,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005927,430100_G0113,长沙,430100,2026-06-04 05:00:00,管制空域,2434.91,18.36,0.853,0.756,4.1,0.1,12.28,1,62.72,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005928,430100_G0129,长沙,430100,2026-06-04 06:00:00,适飞空域,512.42,6.8,0.867,0.783,5.28,0.07,8.13,0,29.22,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005929,440300_G0155,深圳,440300,2026-06-05 17:00:00,适飞空域,996.23,4.72,0.407,0.469,3.47,0.04,4.22,0,14.11,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005930,330100_G0079,杭州,330100,2026-06-06 13:00:00,管制空域,1131.63,22.14,0.619,0.725,4.17,0.16,3.84,2,62.47,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005931,350200_G0478,厦门,350200,2026-06-04 06:00:00,适飞空域,1294.38,1.4,0.849,0.894,2.44,0.19,6.55,0,25.21,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005932,320500_G0488,苏州,320500,2026-06-01 22:00:00,机场净空保护区,1122.72,22.04,0.46,0.857,4.38,0.04,11.6,1,60.58,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005933,340100_G0494,合肥,340100,2026-06-06 11:00:00,敏感目标保护区,2448.71,9.63,0.852,0.526,3.67,0.67,6.36,1,81.03,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005934,330100_G0122,杭州,330100,2026-06-07 02:00:00,机场净空保护区,1873.79,9.01,0.908,0.748,0.61,0.47,7.89,2,66.8,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005935,500000_G0419,重庆,500000,2026-06-04 18:00:00,禁飞区,3693.69,13.39,0.669,0.895,4.96,0.47,7.17,3,93.38,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005936,330100_G0378,杭州,330100,2026-06-03 08:00:00,适飞空域,2206.54,4.18,0.943,0.482,1.78,1.07,5.71,1,15.0,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005937,350200_G0008,厦门,350200,2026-06-06 21:00:00,适飞空域,2893.88,0.0,0.852,0.771,4.01,0.7,5.46,1,21.68,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005938,370200_G0452,青岛,370200,2026-06-01 19:00:00,适飞空域,1123.42,0.0,0.513,0.572,3.82,0.04,8.3,2,28.43,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005939,430100_G0465,长沙,430100,2026-06-07 03:00:00,文旅体验区,3475.56,10.57,0.929,0.789,3.15,0.0,8.02,0,23.11,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005940,330100_G0284,杭州,330100,2026-06-02 03:00:00,适飞空域,1381.06,11.06,0.657,0.689,2.38,1.84,6.25,0,16.97,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005941,460100_G0167,海口,460100,2026-06-05 21:00:00,适飞空域,703.59,9.59,0.736,0.653,2.96,0.9,2.78,1,32.77,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005942,310000_G0324,上海,310000,2026-06-05 10:00:00,管制空域,1271.18,4.16,0.458,0.789,4.52,0.42,6.84,3,54.16,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005943,430100_G0220,长沙,430100,2026-06-07 11:00:00,适飞空域,2795.01,29.16,0.907,0.785,8.23,0.06,11.93,1,39.43,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005944,460100_G0233,海口,460100,2026-06-03 05:00:00,适飞空域,1197.42,28.82,0.798,0.688,4.74,0.49,5.31,1,20.19,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005945,310000_G0332,上海,310000,2026-06-02 03:00:00,敏感目标保护区,391.2,38.25,0.826,0.895,5.49,1.58,8.83,5,68.49,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005946,320600_G0225,南通,320600,2026-06-02 05:00:00,机场净空保护区,1609.17,26.6,0.976,0.635,7.78,0.42,5.76,1,58.42,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005947,110000_G0308,北京,110000,2026-06-02 04:00:00,禁飞区,1033.15,29.18,0.899,0.836,5.24,0.01,5.66,4,87.83,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005948,610100_G0481,西安,610100,2026-06-07 18:00:00,机场净空保护区,982.27,15.29,0.731,0.761,0.88,0.19,7.34,4,80.52,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005949,441900_G0437,东莞,441900,2026-06-03 14:00:00,敏感目标保护区,2595.63,32.68,0.821,0.72,5.25,1.84,2.73,2,66.54,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005950,430100_G0196,长沙,430100,2026-06-07 12:00:00,适飞空域,3442.03,25.78,0.601,0.936,3.38,0.15,8.67,3,30.1,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005951,460100_G0437,海口,460100,2026-06-04 19:00:00,适飞空域,1390.82,9.17,0.63,0.882,4.06,0.19,11.65,0,24.95,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005952,370200_G0465,青岛,370200,2026-06-06 01:00:00,敏感目标保护区,465.94,21.64,0.817,0.752,6.19,0.12,11.26,6,65.48,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005953,460100_G0431,海口,460100,2026-06-04 09:00:00,禁飞区,505.59,9.79,0.528,0.869,5.23,0.27,10.82,2,88.94,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005954,440400_G0375,珠海,440400,2026-06-04 13:00:00,机场净空保护区,1217.08,7.19,0.527,0.571,6.05,0.18,8.0,4,79.59,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005955,460100_G0055,海口,460100,2026-06-05 22:00:00,管制空域,4078.71,12.65,0.933,0.699,2.49,1.43,7.96,2,71.58,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005956,500000_G0149,重庆,500000,2026-06-05 13:00:00,适飞空域,2562.71,7.75,0.566,0.819,5.05,1.23,1.7,0,17.58,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005957,320600_G0416,南通,320600,2026-06-03 04:00:00,低空物流走廊,990.43,5.91,0.413,0.777,3.91,0.81,9.93,0,22.16,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005958,510100_G0335,成都,510100,2026-06-02 13:00:00,适飞空域,3974.51,28.74,0.954,0.894,7.05,1.41,7.95,1,23.26,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005959,340100_G0004,合肥,340100,2026-06-02 03:00:00,敏感目标保护区,603.99,4.26,0.792,0.956,5.3,0.12,7.87,6,81.11,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005960,440400_G0187,珠海,440400,2026-06-04 13:00:00,机场净空保护区,3983.97,4.57,0.634,0.553,2.22,0.13,8.22,4,65.4,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005961,320100_G0071,南京,320100,2026-06-07 15:00:00,适飞空域,332.0,22.29,0.904,0.664,4.65,1.04,7.75,1,16.33,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005962,350200_G0356,厦门,350200,2026-06-02 13:00:00,低空物流走廊,2582.56,6.2,0.538,0.802,5.53,0.37,9.37,2,33.68,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005963,370200_G0209,青岛,370200,2026-06-06 16:00:00,敏感目标保护区,2402.21,18.86,0.717,0.739,4.68,0.32,11.24,1,79.57,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005964,340100_G0353,合肥,340100,2026-06-03 11:00:00,禁飞区,872.75,0.0,0.87,0.78,4.49,0.12,9.91,6,83.13,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005965,440100_G0171,广州,440100,2026-06-03 14:00:00,管制空域,1347.21,21.41,0.512,0.573,5.28,0.03,11.1,0,53.56,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005966,330100_G0270,杭州,330100,2026-06-05 11:00:00,适飞空域,423.64,4.89,0.985,0.577,3.37,0.29,11.49,2,23.9,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005967,320100_G0349,南京,320100,2026-06-07 15:00:00,适飞空域,1982.92,14.02,0.783,0.761,1.34,0.74,12.67,1,31.63,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005968,320600_G0011,南通,320600,2026-06-02 15:00:00,机场净空保护区,1516.25,19.65,0.824,0.763,4.91,0.66,11.05,1,61.99,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005969,320100_G0391,南京,320100,2026-06-05 13:00:00,适飞空域,3631.64,10.96,0.635,0.899,2.76,0.91,12.4,2,24.72,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005970,110000_G0093,北京,110000,2026-06-02 14:00:00,禁飞区,1416.55,7.9,0.619,0.92,3.49,0.67,12.21,3,89.4,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
